component,path,language,source_form_hint,initial_classification,status,entry_point,tapenade_options,modes,oracle,dependencies,tapenade_result,fortad_result
non-regressions,nonRegressions/set01/lh044,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"invert(FX0,FX1,X,A0,B0,N,FX2,FX3)",none,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"FX1 is both dummy and INTRINSIC; unresolved callback semantics",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh045,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"S1(x,i1,y,i2,z); port set01_lh045(x,y,w4,v2,x_out,z,w4_out)",-p|-d-root-S1|-b-root-S1,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"exact COMMON /c1/ and /c2/ state; bounded forward exposes state; bounded reverse has INTEGER*4/0.0_kind=8 compile boundary",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,pass-forward-transform-compile-reverse-refusal-generated-compile
non-regressions,nonRegressions/set01/lh046,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"test(T1,T2,n,x)",-p|-d-root-test|-b-root-test,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"REAL*16 declarations and malformed indexed READ; stored derivatives are strict-invalid",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh047,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"adj13bis(u,z,t); sub1(u,y2,z,v); port set01_lh047(u,z,t,x1,x8,x9,x10,x11,y,v)",-p|-d-root-adj13bis|-b-root-adj13bis,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"exact COMMON /cc/ state; scalar-to-array actual mismatch; bounded port exposes state and initializes v",pass-fresh-parser-tangent-reverse-generation-generated-compile,pass-forward-transform-compile-reverse-refusal-generated-compile
non-regressions,nonRegressions/set01/lh048,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"adj13bis(u,z,t); port set01_lh048(u,z,t,v,x,y)",-p|-d-root-adj13bis|-b-root-adj13bis,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"exact COMMON /cc/ state and incoming v; bounded port makes state explicit; bounded reverse duplicates t_b",pass-fresh-parser-tangent-reverse-generation-generated-compile,pass-forward-transform-compile-reverse-refusal-generated-compile
non-regressions,nonRegressions/set01/lh049,fortran,fixed,"mixed regression cases, references, harness, and data",runnable-ported,"sub0(x,y,z); port set01_lh049(x,y,z)",none,forward|reverse:z,hand|central-difference-sweep|adjoint-identity,none,stored-d-b-references-not-rerun,pass-transform-compile-runtime
non-regressions,nonRegressions/set01/lh050,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"sub0(x,y,z); port set01_lh050(x,y,z)",-p|-d-root-sub0|-b-root-sub0,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"implicit-interface conditional omits the x>0 branch in exact FortAD; bounded port adds explicit INTENT and retains conditional state",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,refused-transform-oracle-mismatch
non-regressions,nonRegressions/set01/lh051,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"adj1(x,y,z,n,o); port set01_lh051(x,y,z,n,o)",-p|-d-root-adj1|-b-root-adj1,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|FortAD-diagnostic,"exact labeled DO at line 11; bounded reverse needs per-iteration storage for loop-carried z",pass-fresh-Tapenade-parser-tangent-reverse-generation-generated-compile,pass-forward-transform-compile-reverse-refusal-per-iteration-storage
non-regressions,nonRegressions/set01/lh052,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"f(t); exact source has scalar COMMON aj subscripted in g",-p|-d-root-f|-b-root-f,parser|forward|reverse,strict-compiler|fresh-pinned-tapenade-generation|diagnostic-identity,none,generated-p-b-d-all-fail-strict-common-aj-diagnostic,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh053,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"cg12v4(z,tk,gamai,v,w,g,tau,ncmax); port set01_lh053(nc,z,tk,rcal,gamai,v,w,g,tau)",-p|-d-root-cg12v4|-b-root-cg12v4,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"COMMON/EQUIVALENCE state; missing BINAIR and DIFFSIZES.inc dependencies; bounded port supplies fixed BINAIR algebra",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,pass-forward-transform-compile-reverse-refusal-per-iteration-storage
non-regressions,nonRegressions/set01/lh054,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"test(n,m,lrhs,lbn,b,bpm,pp,*); port set01_lh054(n,m,lrhs,lbn,b,bpm,pp)",-p|-d-root-test|-b-root-test,parser|forward|reverse|multidirectional,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"absent DIFFSIZES.inc for stored multidirectional reference; exact alternate-return and implicit interface cause FortAD invalid forward and duplicate reverse b_b; bounded forward makes types and intents explicit",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile,refused-transform-oracle-mismatch
non-regressions,nonRegressions/set01/lh055,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"test(a,b); port set01_lh055(a,b)",-p|-d-root-test|-b-root-test,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"REAL*8 and unresolved external TOTO in exact source; absent DIFFSIZES.inc in stored multidirectional reference; bounded witness fixes callback algebra and real64 intents",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,pass-transform-compile-runtime-exact-source-refusal
non-regressions,nonRegressions/set01/lh056,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"f(t)",-p|-d-root-f|-b-root-f,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"three-argument mixed-kind intrinsic AMIN1 is invalid upstream; program_dv.f also requires absent DIFFSIZES.inc",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh057,fortran,fixed,"mixed regression cases, references, harness, and data",runnable-ported,"test(a,b,c); port set01_lh057_split(a,b,c,a_out,c_out)",none,forward|reverse:a_out|reverse:c_out,hand|central-difference-sweep|adjoint-identity,none,stored-d-b-references-not-rerun,pass-transform-compile-runtime
non-regressions,nonRegressions/set01/lh058,fortran,fixed,"mixed regression cases, references, harness, and data",runnable-ported,"ff(t,u,n,e); port set01_lh058(t,u,n,e)",none,forward|reverse,hand|central-difference-sweep|adjoint-identity,none,stored-d-b-references-not-rerun,pass-transform-compile-runtime
non-regressions,nonRegressions/set01/lh059,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"sub2(T,U,n,i); port set01_lh059(t,u,n,i)",-p|-d-root-sub2|-b-root-sub2,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"labeled GOTO-5 state transition inside DO WHILE; absent DIFFSIZES.inc for stored multidirectional output; bounded port fixes the observed five-iteration trace",pass-fresh-parser-tangent-generation-generated-compile-reverse-compile-refusal,pass-forward-transform-compile-reverse-refusal-control-flow
non-regressions,nonRegressions/set01/lh060,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"invert(neq,y,savf,FX3,FX4); port set01_lh060(neq,y,savf,tn,c3,c4,y_out,savf_out,tn_out)",-p|-d-root-invert|-b-root-invert,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"COMMON /ls0001/ TN and opaque FX3/FX4 callbacks; absent DIFFSIZES.inc blocks stored and fresh reverse; bounded port exposes state and fixes callback algebra",pass-fresh-Tapenade-parser-tangent-reverse-generation-generated-compile-refusal,pass-transform-compile-runtime-exact-source-refusal
non-regressions,nonRegressions/set01/lh061,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"test(y,f,jac,pjac,slvs)",-p|-d-root-test|-b-root-test,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"opaque external PJAC/JAC/F/SLVS callbacks have no definitions or derivative rules; absent DIFFSIZES.inc blocks stored multidirectional output",pass-fresh-Tapenade-parser-tangent-reverse-generation-generated-compile,pass-exact-source-refusal-implicit-y
non-regressions,nonRegressions/set01/lh063,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"f(t)",-p|-d-root-f|-b-root-f,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"program.f defines global function f twice; strict Fortran rejects the duplicate definition; program_dv.f includes absent DIFFSIZES.inc; stored references are isolated single-procedure artifacts",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh064,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"cg02v1(T,n); truc(a); port set01_lh064(t,n)",-p|-d-root-cg02v1|-b-root-cg02v1,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"exact fixed-form source has unreachable legacy FORMAT literals; Tapenade reverse uses INTEGER*4; bounded reverse needs per-iteration storage",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,pass-bounded-forward-transform-compile-runtime-reverse-refusal
non-regressions,nonRegressions/set01/lh065,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"top(in,out,N)",-p|-d-root-top|-b-root-top,parser|forward|reverse,strict-compiler|fresh-pinned-Tapenade-generation|FortAD-diagnostic,"exact case passes REAL*8 arrays and REAL*8 COMMON state to INTEGER callbacks and changes COMMON layout; repairing it would change the upstream semantics",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,not-run-invalid-upstream-source
non-regressions,nonRegressions/set01/lh066,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"testSimplif(a,b); exact port set01_lh066_refusal(a,b)",none,forward|reverse,gfortran-compile-rejection,none,stored-d-reference-not-rerun,refused-generated-reverse-does-not-compile
non-regressions,nonRegressions/set01/lh067,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"read7(z); port set01_lh067(z,read7)",-p|-d-root-read7|-b-root-read7,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic|independent-hand-JVP|central-difference-sweep|adjoint-identity|compiler-backed-generated-JVP,"exact fixed-form function has undeclared I/O names in error branches; program_dv.f requires absent DIFFSIZES.inc; bounded port claims only the successful-read path",pass-fresh-parser-tangent-reverse-generation-generated-compile-refusal,exact-refusal-bounded-forward-transform-compile-runtime-reverse-not-claimed
non-regressions,nonRegressions/set01/lh068,fortran,fixed,"mixed regression cases, references, harness, and data",runnable-ported,"stmtfunc(a,b,c); port set01_lh068_split(a,b,c,c3,c7)",none,forward|reverse:c3|reverse:c7,hand|central-difference-sweep|adjoint-identity,"none; split outputs c3,c7 for in-place upstream update",stored-d-b-references-not-rerun,pass-transform-compile-runtime
non-regressions,nonRegressions/set01/lh069,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"loop2(a,b); port set01_lh069(a,b,n,ao,bo)",-p|-d-root-loop2|-b-root-loop2,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|FortAD-diagnostic,"uninitialized local n controls a GOTO loop and program_dv.f requires absent DIFFSIZES.inc; bounded specialization makes n=10 and the one-iteration terminating path explicit",pass-fresh-parser-tangent-reverse-generation-generated-compile,pass-forward-transform-compile-reverse-transform-compile-runtime
non-regressions,nonRegressions/set01/lh070,fortran,fixed,"mixed regression cases, references, harness, and data",expected-refusal,"top(A,B); F(); port set01_lh070(a,b,x,y,z)",-p|-d-root-top|-b-root-top,forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|compiled-FortAD-harness,"exact routine carries x, y, and z in COMMON /cc/; program_dv.f requires absent DIFFSIZES.inc; bounded port exposes that state and checks final-y reverse",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile,exact-refusal-bounded-forward-and-y-reverse-transform-compile-runtime
non-regressions,nonRegressions/set01/lh071,fortran,fixed,"mixed regression cases, references, harness, and data",unsupported-invalid-upstream-fortran,"adj(a,b,c,d); sub(a,b,c,d)",-p|-d-root-adj|-b-root-adj,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-diagnostic,"set01 passes array d(10) to sub's scalar REAL d and repeats the rank mismatch in the stored reverse; no repair preserves the exact invalid calls",pass-fresh-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
